"Indicator","Phase","State","Value","Year","Month"
"Symptoms of Depressive Disorder","3","Florida",24.5,"2022","Jan"
"Symptoms of Depressive Disorder","3","Georgia",21.8,"2022","Jan"
"Symptoms of Depressive Disorder","3","Hawaii",23.8,"2022","Jan"
"Symptoms of Depressive Disorder","3","Idaho",21,"2022","Jan"
"Symptoms of Depressive Disorder","3","Illinois",19,"2022","Jan"
"Symptoms of Depressive Disorder","3","Indiana",24.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","Iowa",19.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","Kansas",20,"2022","Jan"
"Symptoms of Depressive Disorder","3","Kentucky",24.8,"2022","Jan"
"Symptoms of Depressive Disorder","3","Louisiana",24,"2022","Jan"
"Symptoms of Depressive Disorder","3","Maine",20.7,"2022","Jan"
"Symptoms of Depressive Disorder","3","Maryland",18.5,"2022","Jan"
"Symptoms of Depressive Disorder","3","Massachusetts",20.6,"2022","Jan"
"Symptoms of Depressive Disorder","3","Michigan",24.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","Minnesota",18.6,"2022","Jan"
"Symptoms of Depressive Disorder","3","Mississippi",26.4,"2022","Jan"
"Symptoms of Depressive Disorder","3","Missouri",25.3,"2022","Jan"
"Symptoms of Depressive Disorder","3","Montana",21.8,"2022","Jan"
"Symptoms of Depressive Disorder","3","Nebraska",23.7,"2022","Jan"
"Symptoms of Depressive Disorder","3","Nevada",28.8,"2022","Jan"
"Symptoms of Depressive Disorder","3","New Hampshire",21,"2022","Jan"
"Symptoms of Depressive Disorder","3","New Jersey",22.2,"2022","Jan"
"Symptoms of Depressive Disorder","3","New Mexico",26.7,"2022","Jan"
"Symptoms of Depressive Disorder","3","New York",21.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","North Carolina",20.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","North Dakota",19,"2022","Jan"
"Symptoms of Depressive Disorder","3","Ohio",24.6,"2022","Jan"
"Symptoms of Depressive Disorder","3","Oklahoma",26.7,"2022","Jan"
"Symptoms of Depressive Disorder","3","Oregon",25.8,"2022","Jan"
"Symptoms of Depressive Disorder","3","Pennsylvania",21,"2022","Jan"
"Symptoms of Depressive Disorder","3","Rhode Island",26.7,"2022","Jan"
"Symptoms of Depressive Disorder","3","South Carolina",23.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","South Dakota",22.2,"2022","Jan"
"Symptoms of Depressive Disorder","3","Tennessee",24.6,"2022","Jan"
"Symptoms of Depressive Disorder","3","Texas",25,"2022","Jan"
"Symptoms of Depressive Disorder","3","Utah",23.6,"2022","Jan"
"Symptoms of Depressive Disorder","3","Vermont",22.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","Virginia",23.4,"2022","Jan"
"Symptoms of Depressive Disorder","3","Washington",21.4,"2022","Jan"
"Symptoms of Depressive Disorder","3","West Virginia",25.9,"2022","Jan"
"Symptoms of Depressive Disorder","3","Wisconsin",20.1,"2022","Jan"
"Symptoms of Depressive Disorder","3","Wyoming",22.8,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Alabama",26.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Alaska",28.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Arizona",30.5,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Arkansas",36.1,"2022","Jan"
"Symptoms of Anxiety Disorder","3","California",27.1,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Colorado",26.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Connecticut",28,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Delaware",27.4,"2022","Jan"
"Symptoms of Anxiety Disorder","3","District of Columbia",30.3,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Florida",28.9,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Georgia",24.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Hawaii",26.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Idaho",24.4,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Illinois",25.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Indiana",27.4,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Iowa",24.8,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Kansas",25.4,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Kentucky",30.3,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Louisiana",26.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Maine",28.9,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Maryland",24.9,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Massachusetts",26.4,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Michigan",26.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Minnesota",22,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Mississippi",31,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Missouri",25.1,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Montana",29.9,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Nebraska",31.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Nevada",29.8,"2022","Jan"
"Symptoms of Anxiety Disorder","3","New Hampshire",27.2,"2022","Jan"
"Symptoms of Anxiety Disorder","3","New Jersey",28.5,"2022","Jan"
"Symptoms of Anxiety Disorder","3","New Mexico",33.2,"2022","Jan"
"Symptoms of Anxiety Disorder","3","New York",28.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","North Carolina",25.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","North Dakota",22,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Ohio",28,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Oklahoma",32.2,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Oregon",32,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Pennsylvania",25.5,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Rhode Island",32.3,"2022","Jan"
"Symptoms of Anxiety Disorder","3","South Carolina",26.5,"2022","Jan"
"Symptoms of Anxiety Disorder","3","South Dakota",24.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Tennessee",27.5,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Texas",31,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Utah",30.4,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Vermont",30.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Virginia",31.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Washington",28.1,"2022","Jan"
"Symptoms of Anxiety Disorder","3","West Virginia",31.6,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Wisconsin",23.7,"2022","Jan"
"Symptoms of Anxiety Disorder","3","Wyoming",29.2,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alabama",33.9,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alaska",31.9,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arizona",34.1,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arkansas",40.6,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","California",31.9,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Colorado",30.2,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Connecticut",31.6,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Delaware",30.1,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","District of Columbia",35.9,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Florida",33.6,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Georgia",29.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Hawaii",32.1,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Idaho",28.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Illinois",29.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Indiana",32.2,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Iowa",28,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kansas",28.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kentucky",34.2,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Louisiana",30.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maine",32.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maryland",27.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Massachusetts",30.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Michigan",31.2,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Minnesota",26.3,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Mississippi",36.3,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Missouri",32.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Montana",34.6,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nebraska",35.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Nevada",35.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Hampshire",31.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Jersey",33.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New Mexico",36.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","New York",31.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Carolina",29.3,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","North Dakota",24.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Ohio",32.3,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oklahoma",35.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Oregon",36.8,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Pennsylvania",29.1,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Rhode Island",35.6,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Carolina",29.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","South Dakota",28.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Tennessee",31.3,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Texas",35.1,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Utah",34.3,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Vermont",34.5,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Virginia",35.4,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Washington",32.7,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","West Virginia",34.6,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wisconsin",25.5,"2022","Jan"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Wyoming",33.9,"2022","Jan"
"Symptoms of Depressive Disorder","3","Alabama",26.1,"2022","Feb"
"Symptoms of Depressive Disorder","3","Alaska",24.6,"2022","Feb"
"Symptoms of Depressive Disorder","3","Arizona",20.9,"2022","Feb"
"Symptoms of Depressive Disorder","3","Arkansas",24.5,"2022","Feb"
"Symptoms of Depressive Disorder","3","California",23.3,"2022","Feb"
"Symptoms of Depressive Disorder","3","Colorado",20,"2022","Feb"
"Symptoms of Depressive Disorder","3","Connecticut",23,"2022","Feb"
"Symptoms of Depressive Disorder","3","Delaware",20.7,"2022","Feb"
"Symptoms of Depressive Disorder","3","District of Columbia",16.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Florida",21.7,"2022","Feb"
"Symptoms of Depressive Disorder","3","Georgia",23.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Hawaii",21.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Idaho",17,"2022","Feb"
"Symptoms of Depressive Disorder","3","Illinois",23,"2022","Feb"
"Symptoms of Depressive Disorder","3","Indiana",20.7,"2022","Feb"
"Symptoms of Depressive Disorder","3","Iowa",15,"2022","Feb"
"Symptoms of Depressive Disorder","3","Kansas",21.5,"2022","Feb"
"Symptoms of Depressive Disorder","3","Kentucky",24.6,"2022","Feb"
"Symptoms of Depressive Disorder","3","Louisiana",28.4,"2022","Feb"
"Symptoms of Depressive Disorder","3","Maine",23.4,"2022","Feb"
"Symptoms of Depressive Disorder","3","Maryland",23.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Massachusetts",19,"2022","Feb"
"Symptoms of Depressive Disorder","3","Michigan",21.7,"2022","Feb"
"Symptoms of Depressive Disorder","3","Minnesota",17.3,"2022","Feb"
"Symptoms of Depressive Disorder","3","Mississippi",26.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Missouri",23.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Montana",23,"2022","Feb"
"Symptoms of Depressive Disorder","3","Nebraska",21.1,"2022","Feb"
"Symptoms of Depressive Disorder","3","Nevada",29.6,"2022","Feb"
"Symptoms of Depressive Disorder","3","New Hampshire",16.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","New Jersey",23.6,"2022","Feb"
"Symptoms of Depressive Disorder","3","New Mexico",24.9,"2022","Feb"
"Symptoms of Depressive Disorder","3","New York",20.5,"2022","Feb"
"Symptoms of Depressive Disorder","3","North Carolina",18,"2022","Feb"
"Symptoms of Depressive Disorder","3","North Dakota",21.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Ohio",20.3,"2022","Feb"
"Symptoms of Depressive Disorder","3","Oklahoma",25.1,"2022","Feb"
"Symptoms of Depressive Disorder","3","Oregon",25,"2022","Feb"
"Symptoms of Depressive Disorder","3","Pennsylvania",21.7,"2022","Feb"
"Symptoms of Depressive Disorder","3","Rhode Island",20.7,"2022","Feb"
"Symptoms of Depressive Disorder","3","South Carolina",20,"2022","Feb"
"Symptoms of Depressive Disorder","3","South Dakota",16.9,"2022","Feb"
"Symptoms of Depressive Disorder","3","Tennessee",25.5,"2022","Feb"
"Symptoms of Depressive Disorder","3","Texas",23.2,"2022","Feb"
"Symptoms of Depressive Disorder","3","Utah",19.8,"2022","Feb"
"Symptoms of Depressive Disorder","3","Vermont",17.5,"2022","Feb"
"Symptoms of Depressive Disorder","3","Virginia",21.4,"2022","Feb"
"Symptoms of Depressive Disorder","3","Washington",22.6,"2022","Feb"
"Symptoms of Depressive Disorder","3","West Virginia",27.4,"2022","Feb"
"Symptoms of Depressive Disorder","3","Wisconsin",21.8,"2022","Feb"
"Symptoms of Depressive Disorder","3","Wyoming",23.8,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Alabama",30.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Alaska",27.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Arizona",26.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Arkansas",34.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","California",28.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Colorado",25.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Connecticut",26.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Delaware",29.5,"2022","Feb"
"Symptoms of Anxiety Disorder","3","District of Columbia",23.7,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Florida",27.9,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Georgia",25.5,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Hawaii",29,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Idaho",23.3,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Illinois",27.8,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Indiana",25.2,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Iowa",21.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Kansas",25.7,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Kentucky",29.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Louisiana",29.3,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Maine",27.9,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Maryland",25.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Massachusetts",26.7,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Michigan",26.9,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Minnesota",21.3,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Mississippi",33.7,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Missouri",26.2,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Montana",29.2,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Nebraska",23.7,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Nevada",31.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","New Hampshire",20.8,"2022","Feb"
"Symptoms of Anxiety Disorder","3","New Jersey",30.7,"2022","Feb"
"Symptoms of Anxiety Disorder","3","New Mexico",29.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","New York",26.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","North Carolina",25.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","North Dakota",24.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Ohio",23.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Oklahoma",29.9,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Oregon",32,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Pennsylvania",27,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Rhode Island",25.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","South Carolina",26,"2022","Feb"
"Symptoms of Anxiety Disorder","3","South Dakota",23.8,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Tennessee",29,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Texas",28.3,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Utah",24.2,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Vermont",29.3,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Virginia",26.4,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Washington",27.6,"2022","Feb"
"Symptoms of Anxiety Disorder","3","West Virginia",30.5,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Wisconsin",26.1,"2022","Feb"
"Symptoms of Anxiety Disorder","3","Wyoming",30.3,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alabama",33.8,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Alaska",33.4,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arizona",31.5,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Arkansas",38.2,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","California",32.9,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Colorado",28.5,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Connecticut",32.3,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Delaware",33.4,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","District of Columbia",27.1,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Florida",32.6,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Georgia",31.9,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Hawaii",33.1,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Idaho",26.2,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Illinois",32.6,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Indiana",29.2,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Iowa",24.5,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kansas",29.8,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Kentucky",33.7,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Louisiana",35.2,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maine",31.3,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Maryland",31.1,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Massachusetts",30.6,"2022","Feb"
"Symptoms of Anxiety Disorder or Depressive Disorder","3","Michigan",32,"2022","Feb"
